Team,Year,Conference,Games,Wins,Win_Percentage,O_Efficiency,D_Efficiency,Power_Rating,EFG_O,EFG_D,Turnover_Rate,Steal_Rate,Offensive_Rebound_Rate,Opp_Offensive_Rebound_Rate,Free_Throw_Rate,Opp_Free_Throw_Rate,2_Pt_Percentage,Opp_2_Pt_Percentage,3_Pt_Percentage,Opp_3_Pt_Percentage,Wins_Above_Bubble,Elimination_Round,Seed,Round.of.64,X64WL,X64PD,Round.of.32,X32WL,X32PD,Sweet.16,X16WL,X16PD,Elite.8,X8WL,X8PD,Final.4,X4WL,X4PD,Championship,X2WL
Texas Southern,2015,SWAC,35,22,0.628571429,101.9,108.1,0.3371,49.5,49.3,19.7,18.7,33.8,34.6,46.8,33.1,50,48.5,32.2,34.4,-4.5,R64,15,Arizona,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas Southern,2017,SWAC,35,23,0.657142857,100.6,106.5,0.3437,48.1,49.1,16.6,19.2,31.7,34.9,44.3,32.3,50,49.3,29.6,32.5,-4.4,R64,16,North Carolina,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas Southern,2018,SWAC,36,16,0.444444444,104.1,112.4,0.293,50.5,51.2,17.2,16.2,28.5,32.5,42.9,31.2,48.5,49.4,35.9,36.6,-10.9,R64,16,Xavier,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas Tech,2016,B12,32,19,0.59375,113.1,98.9,0.8227,50,49.6,17.8,19,31.3,32.3,42.2,32.9,49.2,47.2,34.6,35.6,1.3,R64,8,Butler,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas Tech,2018,B12,37,27,0.72972973,112.7,91.5,0.917,52,46.4,17.8,21.7,32.9,28.7,39.3,38,51.1,45.1,35.9,32.3,4.7,E8,3,Stephen F. Austin,1,10,Florida,1,3,Purdue,1,13,Villanova,0,NA,NA,NA,NA,NA,NA
Texas Tech,2019,B12,38,31,0.815789474,115.2,85.2,0.9696,53.5,43,17.7,22.8,27.4,28.7,32.9,36.6,52.8,41.9,36.5,29.7,7,2ND,3,Northern Kentucky,1,15,Buffalo,1,20,Michigan,1,19,Gonzaga,1,6,Gonzaga,1,6,Virginia,0
Texas,2014,B12,35,24,0.685714286,112.4,96.7,0.8507,47.4,46.5,17.5,16.3,39.6,30.2,43.4,41,46.9,42.9,32.7,35.2,3.6,R32,7,Arizona St.,1,2,Michigan,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,2015,B12,34,20,0.588235294,110.3,90.7,0.9048,49.1,42.1,20.1,14,37.9,28.6,36.6,34.8,48.3,37.7,33.8,34.7,0.9,R64,11,Butler,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,2016,B12,33,20,0.606060606,112.2,95.6,0.8627,49.4,47.7,15.4,18.5,30.7,32,39.5,38.4,48.5,45.8,34.1,34.5,3.2,R64,6,Northern Iowa,1,3,Texas A&M,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,2018,B12,34,19,0.558823529,109.3,93.7,0.8547,50,48.3,17,18,29.4,29.1,33,26.2,51.2,47.5,32,33.2,1.4,R64,10,Texas,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Troy,2017,SB,35,22,0.628571429,108.8,106.6,0.5596,51.6,50.1,17.8,17.6,30.8,29.8,40.1,32.8,50.9,49.5,35.1,34.1,-8.1,R64,15,Duke,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tulsa,2014,CUSA,34,21,0.617647059,105.6,95.8,0.7537,49.2,46.4,16.7,20.3,30.2,29.6,47.1,47.5,49.2,43.2,32.7,35.2,-3.6,R64,13,UCLA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UAB,2015,CUSA,35,19,0.542857143,102.7,100.1,0.5721,47.6,47.6,20.1,19.7,34.2,33.1,35.7,33.6,46.6,47.4,33.2,31.9,-7.5,R32,14,Iowa St.,1,1,UCLA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UC Davis,2017,BW,34,23,0.676470588,97.4,100.8,0.4033,48.4,48.7,20.3,19.6,29.1,28.3,40.8,33.1,46.9,48.5,34.5,32.6,-7.5,R64,16,Kansas,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UC Irvine,2015,BW,32,19,0.59375,105.1,96.8,0.7202,50.7,44.7,18.2,17.2,30,30.7,30.2,35.3,47.8,42.4,38.2,33.6,-4.6,R64,13,Louisville,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UC Irvine,2019,BW,36,31,0.861111111,107.2,97.6,0.7458,51.3,44.1,17.5,16.7,33.7,27,28.7,33,50.1,40.7,35.9,33.9,0.7,R32,13,Kansas St.,1,6,Oregon,0,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA 
UCF,2019,Amer,33,24,0.727272727,112.7,93.3,0.898,52.9,45.4,17.6,18,29.5,29.6,45.3,29.2,52,44.5,36.5,31.3,2,R32,9,VCU,1,15,Duke ,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCLA,2013,P12,35,25,0.714285714,110,94.8,0.8475,49.1,47.5,15.8,19.9,30.7,34,33.1,24.6,48.9,46.9,33.3,32.4,3.3,R64,6,Minnesota,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCLA,2014,P12,37,28,0.756756757,119,96.6,0.9167,54.1,49.9,14.5,20.3,29.8,28.6,38.2,35.7,53,48.6,38,34.4,4.5,S16,4,Tulsa,1,17,SF Austin,1,17,Florida,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCLA,2015,P12,36,22,0.611111111,111.8,96.6,0.8425,49.6,48.5,17.6,17.9,33.8,28.6,35.7,32.3,47.4,45.4,36.8,35.6,0,S16,11,SMU,1,1,UAB,1,17,Gonzaga,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCLA,2017,P12,36,31,0.861111111,122.8,99.6,0.9175,59.8,48.7,15.1,15.8,29.1,28.6,26.8,25.4,59.1,45.3,40.6,36.5,6.6,S16,3,Kent St.,1,17,Cincinnati,1,12,Kentucky,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
UMBC,2018,AE,33,25,0.757575758,102.1,102.2,0.4963,52.2,51.6,17.2,20.7,25.9,28.3,30.2,30.8,48.1,51,38.2,35,-4.9,R32,16,Virginia,1,20,Kansas St. ,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UNC Asheville,2016,BSth,32,20,0.625,101.2,99.4,0.5487,49.6,49.3,18.6,22.2,31.6,29.3,41.8,33,50.2,52.1,32.1,29.6,-6.3,R64,15,Villanova,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UNC Greensboro,2018,SC,32,27,0.84375,103.4,95.2,0.7207,51.7,47.5,19.8,21.4,33.7,23.9,26,39.2,51.1,47.3,35,31.9,-1.6,R64,13,Gonzaga,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UNC Wilmington,2016,CAA,31,23,0.741935484,109.5,100.9,0.7186,51.2,47.5,15.9,19.9,32.1,30.1,35.6,55.2,51,46.1,34.4,33.9,-0.7,R64,13,Duke,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UNC Wilmington,2017,CAA,33,29,0.878787879,117.7,105,0.7881,55,53.2,13.9,20.1,32.5,28.5,30.8,39.6,55.7,54.2,36.1,34,1.5,R64,12,Virginia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UNLV,2013,MWC,34,24,0.705882353,104.7,88.4,0.8749,48.9,44.1,20.2,18.5,33.3,27.1,36.7,29.6,48.9,42.6,32.6,31.6,1.8,R64,5,California,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USC,2016,P12,34,21,0.617647059,113.7,98.7,0.8352,52.2,47.3,16.6,16.7,32.1,31.6,35.1,28.3,49.4,46.6,38.7,32.5,0.2,R64,8,Providence,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USC,2017,P12,36,26,0.722222222,113.3,100.6,0.7966,52.2,50.1,15.7,17.9,31,31.4,36.8,24,51,47.2,36.2,36.8,1.3,R32,11,SMU,1,1,Baylor,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah St.,2019,MWC,34,28,0.823529412,111.3,96.8,0.8329,53.9,46.5,18.2,17.3,32,22.3,36.7,34.3,54.2,42.2,35.7,35.3,2,R64,8,Washington,0,NA,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA 
Utah,2015,P12,34,25,0.735294118,114.9,88.7,0.9513,55.2,43,18.2,18.3,31.3,28.4,43.4,34.3,52.3,41.4,40.1,31.2,3.7,S16,5,Stephen F. Austin,1,7,Georgetown,1,11,Duke,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah,2016,P12,35,26,0.742857143,115.8,97.3,0.8807,55.1,48,18.2,15.3,29.2,27.8,37.9,23,55.5,44.5,36.3,37.1,5.6,R32,3,Fresno St.,1,11,Gonzaga,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valparaiso,2013,Horz,33,25,0.757575758,107.8,97.9,0.7514,55.7,46.2,21.8,19.5,31.2,28.2,41.7,36.8,55.7,44.5,37.1,33.8,-0.8,R64,14,Michigan St.,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valparaiso,2015,Horz,31,25,0.806451613,105,94.5,0.7706,51.3,45.2,19,18.6,34.7,27.4,36.6,33.4,48,42.3,38.4,33.4,0.1,R64,13,Maryland,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vanderbilt,2017,SEC,35,19,0.542857143,112.5,93.8,0.8898,52.1,48.1,18.2,16.1,24.8,27,34.8,30.7,48.1,46.8,37.6,33.8,0.1,R64,9,Northwestern,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VCU,2013,A10,36,27,0.75,113.8,92.1,0.9195,51.3,49.9,16.9,28.5,36.6,34.7,29.8,40.3,50.5,50.1,35.1,32.9,2.6,R32,5,Akron,1,46,Michigan,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VCU,2014,A10,35,26,0.742857143,108.3,89.8,0.8955,47.9,47.8,17.2,25.6,34.9,30.8,35.2,39.7,45.6,48.8,34.9,30.3,3.6,R64,5,Stephen F. Austin,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VCU,2015,A10,36,26,0.722222222,108.4,94,0.8373,48.7,49.5,15.7,23.5,31.8,30.6,37.3,37.8,46.9,48.3,34.3,34.5,3,R64,7,Ohio St.,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VCU,2016,A10,36,25,0.694444444,112.1,94.2,0.8811,51,49.2,16.3,21.4,33.2,27.7,32.2,36.8,50.1,48.6,35.2,33.7,-0.1,R32,10,Oregon St.,1,8,Oklahoma,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VCU,2017,A10,35,26,0.742857143,108.1,95.9,0.7988,51,47.5,17.8,21,31.3,27.5,36.4,40.9,51.5,46,33.1,33.8,1.3,R64,10,Saint Mary's,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VCU,2019,A10,33,25,0.757575758,104.6,87.6,0.8838,50.1,43.5,20,23.4,31,30.6,35.7,36.6,53.1,43.8,30.5,28.5,1.1,R64,8,UCF,0,NA,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA 
Vermont,2017,AE,34,29,0.852941176,110,98.2,0.7864,55.3,48.6,17,19.6,29.8,27.1,34.3,26.5,55.5,46.9,36.7,34.9,0.7,R64,13,Purdue,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vermont,2019,AE,33,27,0.818181818,107,98.1,0.7324,52.6,48.7,16.8,19.1,27.3,22.2,35.9,27.5,51.6,46.3,35.9,35.1,-1,R64,13,Florida St.,0,NA,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA 
Villanova,2013,BE,33,19,0.575757576,105.3,90.5,0.8507,47.3,47.3,22.9,22,33.1,29.5,50.6,40.9,46,42.4,33.2,37.3,0.3,R64,9,North Carolina,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Villanova,2014,BE,34,29,0.852941176,115.2,92.5,0.926,53.6,46.3,17.3,20,32.6,28.7,44.5,38.6,53.8,43,35.6,35.3,8.3,R32,2,Milwaukee,1,12,Connecticut,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Villanova,2015,BE,36,33,0.916666667,121.9,91.1,0.9663,55.3,45.5,16.3,21.6,32.5,31.2,41.8,30.4,53,45.3,38.9,30.5,11.3,R32,1,Lafayette,1,41,North Carolina St.,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Villanova,2016,BE,40,35,0.875,123.1,90.9,0.9703,56.1,46.7,16.3,20.6,28.2,29.4,34.1,30,57.4,44.1,36.2,33.9,8.9,Champions,2,UNC Asheville,1,30,Iowa,1,19,Miami FL,1,23,Kansas,1,5,Oklahoma,1,44,North Carolina,1
Villanova,2017,BE,36,32,0.888888889,122.2,92.5,0.9611,57.5,48.1,17.1,20.1,30.2,27.8,35,22.1,59.2,49.1,36.9,31.1,11.1,R32,1,Mount St. Mary's,1,20,Wisconsin,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Villanova,2018,BE,40,36,0.9,128.4,94.1,0.9725,59.5,48.5,15,18.2,29.6,27.1,29.4,26.7,59,49,40.1,31.7,10.6,Champions,1,Radford,1,26,Alabama,1,23,West Virginia,1,12,Texas Tech,1,12,Kansas,1,16,Michigan,1
Villanova,2019,BE,36,26,0.722222222,114.6,98.9,0.8448,53.2,50.4,16.9,18,30.3,27.7,34.4,28.2,53.7,49.7,35.2,34.3,3.6,R32,6,Saint Mary's,1,4,Purdue,0,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA 
Virginia Tech,2017,ACC,33,22,0.666666667,118.4,102.5,0.8401,56.9,51,17.2,16.5,23.4,30.5,40.9,27.3,54.6,49,40.3,36.3,3.3,R64,9,Wisconsin,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virginia Tech,2018,ACC,33,21,0.636363636,115.2,98.6,0.8579,57.7,50.4,17,18.6,23.9,29.4,36.5,29.4,57.3,49.2,38.8,34.7,1.3,R64,8,Alabama,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virginia Tech,2019,ACC,35,26,0.742857143,117.8,93.4,0.9357,55.6,49,17.3,21.6,29.6,27.2,31.9,26.3,52.9,49,39.4,32.7,5,S16,4,Saint Louis,1,14,Liberty,1,9,Duke ,0,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA 
Virginia,2014,ACC,37,30,0.810810811,114.6,89.5,0.9449,50.8,44.2,16.5,18.4,33.9,25.8,42,32.5,49,42.1,36.9,32.3,8.2,S16,1,Coastal Carolina,1,11,Memphis,1,18,Michigan St.,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virginia,2015,ACC,34,30,0.882352941,112.1,84.1,0.9648,50.6,42.3,15.7,17.9,34.3,24.2,34.9,28.6,49.7,40.1,35.2,30.8,10,R32,2,Belmont,1,12,Michigan St.,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virginia,2016,ACC,37,29,0.783783784,119.9,91,0.96,54.8,48.4,15.1,18.8,29.9,25.2,32.1,33.4,52.6,46.3,40.3,34.7,8.6,E8,1,Hampton,1,36,Butler,1,8,Iowa St.,1,13,Syracuse,0,NA,NA,NA,NA,NA,NA
Virginia,2017,ACC,34,23,0.676470588,111.8,86.9,0.9477,52.4,46.1,15.6,20.7,28.3,24.5,26,33.8,49.7,45.1,38.5,31.7,5,R32,5,UNCW,1,5,Florida,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virginia,2018,ACC,34,31,0.911764706,114.6,86.7,0.9612,52.7,44.3,14,20.9,27,25.6,24.5,26.2,50.1,42.8,38.3,31,11.3,R64,1,UMBC,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virginia,2019,ACC,38,35,0.921052632,123,89.9,0.9736,55.2,44.7,14.7,17.5,30.4,25.4,29.1,26.3,52.5,45.7,39.5,28.9,11.1,Champions,1,Gardner Webb,1,15,Oklahoma,1,12,Oregon,1,4,Purdue,1,5,Auburn,1,1,Texas Tech,1
Washington,2019,P12,36,27,0.75,105.6,93.1,0.8097,52.1,47.5,19.8,24.2,29.1,34.9,34.7,34,51.9,46,35,33.4,3.1,R32,9,Utah St.,1,17,North Carolina,0,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA 
Weber St.,2014,BSky,29,17,0.586206897,106,106.6,0.4831,54.1,47.8,19,13.8,28.4,28.7,49.7,35.1,51.1,47,39.4,33.7,-6.9,R64,16,Arizona,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weber St.,2016,BSky,32,23,0.71875,101.7,99.5,0.5599,54.5,47.4,19.6,15.6,25.9,25.6,45.7,28.1,55.3,45.2,35.5,35.6,-3.7,R64,15,Xavier,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
West Virginia,2015,B12,35,25,0.714285714,110.3,93.3,0.8733,46.1,52.7,18.7,28,40.1,31.1,40.4,55.5,45.5,51.8,31.6,36.5,4.1,S16,5,Buffalo,1,6,Maryland,1,10,Kentucky,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
West Virginia,2016,B12,35,26,0.742857143,114.8,90.4,0.9396,49.8,48.4,20,25,42,27.1,46.2,55.3,50.3,47.7,32.5,33.1,7.4,R64,3,SFA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
West Virginia,2017,B12,37,28,0.756756757,115.4,89.3,0.9498,51.3,48.8,17,27.6,37.9,31.9,38.9,42.5,49.8,46.5,36.2,35.3,6.4,S16,4,Bucknell,1,6,Notre Dame,1,12,Gonzaga,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
West Virginia,2018,B12,37,26,0.702702703,120.9,95.8,0.9353,50.4,49.9,16.5,23.3,37,30.1,31.3,44.1,48.8,45.4,35.3,38,4.6,S16,5,Murray St.,1,17,Marshall,1,23,Villanova,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Kentucky,2013,SB,35,19,0.542857143,100.1,100.4,0.4895,48.6,47.9,22.2,20.8,34.8,30.7,37.6,37.8,48.3,47.6,32.7,32.4,-8.4,R64,16,Kansas,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Michigan,2014,MAC,32,22,0.6875,104.7,102.5,0.5605,52,47.6,20.9,18.5,31,32,51.4,34.7,53.7,47.8,32.6,31.5,-2.9,R64,14,Syracuse,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wichita St.,2013,MVC,39,30,0.769230769,110.6,91,0.9045,50,45.3,19.4,20,38,26.5,36.5,38.3,49.6,43.6,33.9,32.2,2.2,F4,9,Pittsburgh,1,18,Gonzaga,1,6,La Salle,1,2,Ohio St.,1,4,Louisville,0,NA,NA,NA
Wichita St.,2014,MVC,35,34,0.971428571,116.4,93,0.9295,52.4,44.7,16.2,18.2,35,26.2,46.9,35.7,52.3,43.6,35,31.1,8.1,R32,1,Cal Poly,1,27,Kentucky,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wichita St.,2015,MVC,34,29,0.852941176,114.3,91.5,0.9277,50.3,45.8,15,21.3,34.5,27.4,36.2,36.6,48.9,42.6,35.4,35.3,4.2,S16,7,Indiana,1,5,Kansas,1,13,Notre Dame,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wichita St.,2016,MVC,34,25,0.735294118,110.3,87.8,0.9321,48.9,44.7,14.7,23.2,31.7,23.6,37.4,45.4,49.2,42.1,32.3,32.7,0.2,R32,11,Arizona,1,10,Miami FL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wichita St.,2017,MVC,35,31,0.885714286,117.2,92.2,0.9403,54.2,43.8,16.2,19.3,34.2,24.2,40.4,35.1,50.7,42,40.2,31.2,4.1,R32,10,Dayton,1,6,Kentucky,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wichita St.,2018,Amer,33,25,0.757575758,120.9,102.7,0.8671,55.1,49.4,16.5,16.3,35.4,22.6,34.8,33.2,53.8,46,38.1,36.3,3.4,R64,4,Marshall,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Winthrop,2017,BSth,31,26,0.838709677,105.3,101.3,0.6106,53.5,46.7,17.8,18.6,26.3,28.4,38.2,34.5,50.9,45.9,37.9,32.1,-1.8,R64,13,Butler,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wisconsin,2013,B10,35,23,0.657142857,107.2,84.3,0.9406,48.6,43,15.7,18,32.6,26.9,29.7,25.7,48,42.8,33,28.9,4.6,R64,5,Mississippi,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wisconsin,2014,B10,38,30,0.789473684,122.7,95.9,0.9441,53.3,47.2,12.7,15.3,28.1,27.4,42.7,27.1,51.3,45.9,37.6,34.1,7.9,F4,2,American,1,40,Oregon,1,8,Baylor,1,17,Arizona,1,1,Kentucky,0,NA,NA,NA
Wisconsin,2015,B10,40,36,0.9,129.1,93.6,0.9758,54.8,47.7,12.4,15.8,32.1,23.7,36.2,22.4,54.8,44.7,36.5,37.5,11.3,2ND,1,Coastal Carolina,1,14,Oregon,1,7,North Carolina,1,7,Arizona,1,7,Kentucky,1,7,Duke,0
Wisconsin,2016,B10,35,22,0.628571429,108.8,93.5,0.8509,48.5,48.1,17.1,18.6,33.1,27.7,38,33.6,46.6,44.8,34.9,37.4,0.4,S16,7,Pittsburgh,1,4,Xavier,1,3,Notre Dame,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wisconsin,2017,B10,37,27,0.72972973,114.5,92,0.9255,52.1,47.5,17,19.5,35.9,25.9,32.9,28,51.1,43.1,35.9,37.6,5.1,S16,8,Virginia Tech,1,10,Villanova,1,3,Florida,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wisconsin,2019,B10,34,23,0.676470588,108.2,88.6,0.9089,51.1,45.2,14.6,17.2,24.5,26.5,27.3,25.8,49.7,44.1,35.9,31.5,6.3,R64,5,Oregon ,0,NA,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA 
Wofford,2014,SC,30,17,0.566666667,99.7,102.2,0.4275,48.8,49.5,16.4,19.7,30.9,29,33,39.4,47.4,49.6,34.6,32.9,-6.5,R64,15,Michigan,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wofford,2015,SC,33,26,0.787878788,102.3,96.8,0.6547,51.1,47,17.2,20,29.4,27.7,37.6,36.4,49.1,47.3,36.8,30.9,0.2,R64,12,Arkansas,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wofford,2019,SC,32,30,0.9375,116.4,97.1,0.8892,57.5,49.9,16.1,19.1,31.8,25.2,27.8,31.8,53.9,50.6,41.4,32.6,4,R32,7,Seton Hall,1,16,Kentucky,0,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA 
Wright St.,2018,Horz,33,25,0.757575758,99.4,97.2,0.5638,48.6,48.3,18.6,21,28.7,25.3,35.3,29.9,47.7,45.8,33.5,34.7,-3.5,R64,14,Tennessee,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wyoming,2015,MWC,33,23,0.696969697,102.1,98.2,0.6121,52.2,47,18.8,17.9,22,27,40.4,27,54.4,44,32.6,34.9,-1.6,R64,12,Northern Iowa,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier,2015,BE,37,23,0.621621622,115.7,95.1,0.9049,53.3,50,18.1,18.8,31.3,27.3,38.5,33.3,53.7,48.9,35.1,34.6,1.3,S16,6,Mississippi,1,19,Georgia St.,1,8,Arizona,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier,2016,BE,34,28,0.823529412,117,94.3,0.9229,51.4,47.8,17.4,19.3,35.2,26,41.7,33.6,49.8,48.6,36.3,31.1,7.7,R32,2,Weber St.,1,18,Wisconsin,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier,2017,BE,38,24,0.631578947,115.6,97.9,0.8713,51.9,51.6,18.4,17.5,34.5,25.5,41.1,33.4,52,52.5,34.5,33.4,1.6,E8,11,Maryland,1,12,Florida St.,1,25,Arizona,1,2,Gonzaga,0,NA,NA,NA,NA,NA,NA
Xavier,2018,BE,35,29,0.828571429,120.9,97.7,0.9211,55.9,49.9,17.2,15.7,30.2,23.1,41,25.6,55.9,49.8,37.2,33.4,8.8,R32,1,Texas Southern,1,19,Florida St.,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yale,2016,Ivy,29,22,0.75862069,109.1,95.6,0.8209,52.2,46.7,19.9,17.8,39.3,24.3,41.7,33.3,51.4,45.5,36,32.7,-0.1,R32,12,Baylor,1,4,Duke,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yale,2019,Ivy,29,22,0.75862069,110.5,102.5,0.7034,55.6,47.3,17.8,15.2,26.3,24.6,30.1,31.1,56,47.8,36.5,31,-0.9,R64,14,LSU,0,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA 
